conc_parties,company_id,company_date,company_name,company_person_name,pep_menbership_role,pep_organization_name
"Kilwa Group, Lda",22219,25 de Março de 2005,"Kilwa Group, Limitada",Stephan Erasmus,,
"King Importação, Lda",17908,25 de Novembro de 2002,"King Importação, Limitada",Elisa de Assunção de Almeida Santos Reis,,
"King Importação, Lda",11841,05 de Dezembro de 2001,"King Importação, Limitada",Jaime de Almeida Gomes dos Reis,,
"King Importação, Lda",11841,17 de Setembro de 1999,"King Importação, Limitada",Joaquim Emílio Duarte de Oliveira,,
"Kingho Investment Company, Lda. (0,00%)",45409,14 de Janeiro de 2011,"Kingho Investment Company, Limitada",Zhang Zhaojun,,
"Koh-I-Noor, Sociedade Unipessoal, Limitada ",42556,02 de Julho de 2010,"Koh - I - Noor, Sociedade Unipessoal, Limitada",Nurmohomede Arune Agige,,
"Kokola Zambézia ,Limitada",8062,20 de Janeiro de 1997,"Kokola Zambézia, Limitada",Issufo Mahomed Issá,,
"Kokola Zambézia ,Limitada",8062,20 de Janeiro de 1997,"Kokola Zambézia, Limitada",Mamad Icbal Iussuf Daud,,
"Kokola Zambézia ,Limitada",8062,20 de Janeiro de 1997,"Kokola Zambézia, Limitada",Sulemane Abdul Latif,,
"KUNGANA, LTD (0,00%)",51909,10 de Abril de 2002,"Kungana, Limitada",Isaías José Calisto,,
"KUNGANA, LTD (0,00%)",51909,10 de Abril de 2002,"Kungana, Limitada",Samora Machel Moisés Junior,,
"Kush Exploration, Lda",32118,10 de Junho de 2008,"Kush Exploration, Limitada",Cláudio Manuel Loureiro de Nogueira,,
"Kush Exploration, Lda",32118,10 de Junho de 2008,"Kush Exploration, Limitada",Imran Ahmad Adam Issa,,
"Lacoste-Sociedade Unipessoal,Lda ",69103,04 de Julho de 2014,"Lacoste - Sociedade Unipessoal, Limitada",Mário Saraiva Ngwenya,,
"LAGO INVESTMENTS, Lda",30913,10 de Março de 2008,"Lago Investments, Limitada",Sumit Agrawal,,
"LAGO INVESTMENTS, Lda",30913,10 de Março de 2008,"Lago Investments, Limitada",Tushar Agrawal,,
"Lago Resources, Limitada",48153,04 de Agosto de 2011,"Lago Resources, Limitada",Amad Hassam Gani,,
"Lago Resources, Limitada",42493,05 de Agosto de 2010,"Lago Resources, Limitada",Amad Hassan Abdul Gani,,
"Lago Resources, Limitada",42493,05 de Agosto de 2010,"Lago Resources, Limitada",Farisse João Chirindja,,
"Lake Mining, Lda ",50911,08 de Fevereiro de 2012,"Lake Mining, Limitada",André Jaime Calengo,,
"Lake Mining, Lda ",50911,08 de Fevereiro de 2012,"Lake Mining, Limitada",Florência Marcos Paulo,,
"Lake Mining, Lda ",50911,08 de Fevereiro de 2012,"Lake Mining, Limitada",Jose Óscar Monteiro,,
"Lake Mining, Lda ",50911,08 de Fevereiro de 2012,"Lake Mining, Limitada",Maria Josefa Miguel,,
"Lake Mining, Lda ",50911,08 de Fevereiro de 2012,"Lake Mining, Limitada",Rafael José Rohomodja,,
"Laquimane Minerais e Serviços, Lda (0,00%)",56154,11 de Dezembro de 2012,"Laquimane, Minerais e Serviços, Limitada",Júlio Ernesto Laquimane,,
"Laquimane Minerais e Serviços, Lda (0,00%)",56154,11 de Dezembro de 2012,"Laquimane, Minerais e Serviços, Limitada",Tobias Jaime Laquimane,,
"Laquimane Minerais e Serviços, Lda (0,00%)",56154,11 de Dezembro de 2012,"Laquimane, Minerais e Serviços, Limitada",Ângelo Jaime Laquimane,,
"LEINAD, INVESTIMENTOS E SERVICOS, LDA ",40087,26 de Março de 2010,"Leinad,Investimentos e Serviços,Limitada",Calton da Conceição Madeira,,
"LEINAD, INVESTIMENTOS E SERVICOS, LDA ",40087,26 de Março de 2010,"Leinad,Investimentos e Serviços,Limitada",Daniel Luís Ibraimo,,
"LEINAD, INVESTIMENTOS E SERVICOS, LDA ",40087,26 de Março de 2010,"Leinad,Investimentos e Serviços,Limitada",Júlio Amade,,
"Leirislena Moçambique, Lda",29059,07 de Agosto de 2007,"Leirislena Moçambique, Limitada",João Miguel Gomes Carqueja Nogueira,,
"Leirislena Moçambique, Lda",29059,07 de Agosto de 2007,"Leirislena Moçambique, Limitada",Lino Dias Pereira,,
"Leirislena Moçambique, Lda",29059,07 de Agosto de 2007,"Leirislena Moçambique, Limitada",Rui Miguel Salgueiro Ferreira,,
"Leo-Sun, Lda",41180,02 de Junho de 2010,"Leo-Sun, Limitada",Harshil Bharat Kumar,,
"Leo-Sun, Lda",41180,02 de Junho de 2010,"Leo-Sun, Limitada",Hemang Kamleshkumar,,
"Leo-Sun, Lda",41180,02 de Junho de 2010,"Leo-Sun, Limitada",Mingwei He,,
"Leo-Sun, Lda",41180,02 de Junho de 2010,"Leo-Sun, Limitada",Yongtian He,,
"Letsema, Limitada ",57714,09 de Agosto de 2012,"Letsema, limitada",Armando Júlio Sales Lucas,,
"Letsema, Limitada ",57714,09 de Agosto de 2012,"Letsema, limitada",Marcelino Eurico Sales Lucas,,
"Liana Investimentos, Limitada ",38855,15 de Novembro de 2009,"Liana Investimentos, Limitada",Ana Salvador Bouene Mussanhane,,
"Liana Investimentos, Limitada ",38855,15 de Novembro de 2009,"Liana Investimentos, Limitada",Carlos Eduardo Mussanhane,,
"Liana Investimentos, Limitada ",54357,26 de Junho de 2012,"Liana Investimentos, Limitada",Eduardo Sebastião Mussanhane,,
"LUKA`S LIMITADA (0,00%)",59323,04 de Abril de 2013,"Luka's, Limitada",Octávio Jerónimo Lucas,,
"LUKA`S LIMITADA (0,00%)",59323,04 de Abril de 2013,"Luka's, Limitada",Sandra Felicidade Langa Lucas,,
"LULO MINING CO, LIMITADA ",68813,05 de Maio de 2014,"Lulo Mining Co, Limitada",Balima Matene,,
"LULO MINING CO, LIMITADA ",68813,05 de Maio de 2014,"Lulo Mining Co, Limitada",Lui Wei,,
"Lupodzi, S.A ",69722,07 de Agosto de 2014,"Lupodzi, S.A.",Alberto Manuel Gouveia dos Santos,,
"Lupodzi, S.A ",69722,07 de Agosto de 2014,"Lupodzi, S.A.",Muhammade Mahomed Unus,,
"Lupodzi, S.A ",69722,07 de Agosto de 2014,"Lupodzi, S.A.",Munir Amilcar Alidina,,
"Lupodzi, S.A ",69722,07 de Agosto de 2014,"Lupodzi, S.A.",Noor Muhammade Vali Momade,,
"LÚRIO CAPITAL MINERALS, LIMITADA ",57885,07 de Dezembro de 2012,"Lúrio Capital Minerals, Limitada",Bassirou Ndiaye,,
"LÚRIO CAPITAL MINERALS, LIMITADA ",57885,07 de Dezembro de 2012,"Lúrio Capital Minerals, Limitada",Cassamo Momade Cassamo,,
"LÚRIO CAPITAL MINERALS, LIMITADA ",57885,07 de Dezembro de 2012,"Lúrio Capital Minerals, Limitada",Cisse Conse,,
"LÚRIO CAPITAL MINERALS, LIMITADA ",57885,07 de Dezembro de 2012,"Lúrio Capital Minerals, Limitada",Ling Bin Kong,,
"LÚRIO CAPITAL MINERALS, LIMITADA ",57885,07 de Dezembro de 2012,"Lúrio Capital Minerals, Limitada",Orlando Jamarques Avelino Nhampule,,
"LÚRIO CAPITAL MINERALS, LIMITADA ",57885,07 de Dezembro de 2012,"Lúrio Capital Minerals, Limitada",Pável Cristóvão Mondlane,,
"M&J Coal Mine, Lda",30575,04 de Janeiro de 2008,"M & J Coal Mine, Limitada",Georg John Mathews,,
"M&J Coal Mine, Lda",30575,04 de Janeiro de 2008,"M & J Coal Mine, Limitada",João Jossias,,
"M&J Coal Mine, Lda",30575,04 de Janeiro de 2008,"M & J Coal Mine, Limitada",Michael Derek Bate,,
"M.M. STEEL, LIMITADA ",64077,25 de Janeiro de 2012,"M.M. Steel, Limitada",Mohamed M. Salad,,
"M.M. STEEL, LIMITADA ",64077,25 de Janeiro de 2012,"M.M. Steel, Limitada",Mohamed Yusuf Shire,,
"M&V Mining Service, Lda ",61356,03 de Julho de 2013,"M&V Mining Service, Limitada",Carlos Manuel Pinto Elyzeu Mesquita,,
"M&V Mining Service, Lda ",61356,03 de Julho de 2013,"M&V Mining Service, Limitada",Nuno Miguel da Silva Vieira,,
"M&V Mining Service, Lda ",61356,03 de Julho de 2013,"M&V Mining Service, Limitada",Victor Manuel Alves,,
"MAB MINING, LIMITADA ",57687,18 de Dezembro de 2012,"MAB Mining, Limitada",Lukman Assane Amade,,
"MAB MINING, LIMITADA ",57687,18 de Dezembro de 2012,"MAB Mining, Limitada",Morais Mabyeka,member,Central Committee
"MADINI, LIMITADA (0,00%)",64402,15 de Novembro de 2013,"Madini, Limitada",Lingbin Kong,,
"Madjonidjoni Mining Service, Limitada ",57705,28 de Setembro de 2012,"Madjonidjoni Mining Service, Limitada",Alexandre Jonas Cossa,,
"Madjonidjoni Mining Service, Limitada ",57705,28 de Setembro de 2012,"Madjonidjoni Mining Service, Limitada",Baptista Romeu,,
"Madjonidjoni Mining Service, Limitada ",57705,28 de Setembro de 2012,"Madjonidjoni Mining Service, Limitada",Jerónimo Alfredo Mazivila,,
"MAGMAS DE MOÇAMBIQUE, LDA",20642,30 de Setembro de 2004,"Magmas de Moçambique, Limitada",Izak Cornelis Holthzausen,,
"MAGMAS DE MOÇAMBIQUE, LDA",20642,23 de Maio de 2011,"Magmas de Moçambique, Limitada",Sara Sulemane,,
"MAIA TRADING, LDA ",39831,24 de Novembro de 2009,"Maia Trading, Limitada",António Bernardino Caíres Madureira Monteiro,,
"MAIA TRADING, LDA ",39831,24 de Novembro de 2009,"Maia Trading, Limitada",Maria Florinda da Silva Moreira Maia,,
"Makala - Investimentos, S.A",36865,17 de Agosto de 2009,"Makala Investimentos, S.A.",Aires Bonifácio Ali,,
"Makala - Investimentos, S.A",36865,17 de Agosto de 2009,"Makala Investimentos, S.A.",Alexandre Luís Comé,,
"Makala - Investimentos, S.A",52024,09 de Novembro de 2009,"Makala Investimentos, S.A",Augusto Alberto da Silva Chirindja,,
"Makala - Investimentos, S.A",36865,17 de Agosto de 2009,"Makala Investimentos, S.A.",Augusto Alberto da Silva Chirindza,,
"MAKAMBA, LDA ",26738,29 de Novembro de 2006,"Makamba, Limitada",Bernardo Eduardo Dramos,,
"MAKAMBA, LDA ",26738,29 de Novembro de 2006,"Makamba, Limitada",Bernardo Eduardo Dramos Junior,,
"MAKAMBA, LDA ",26738,29 de Novembro de 2006,"Makamba, Limitada",Kelly Patrícia Dramos,,
"MAKAMBA, LDA ",26738,29 de Novembro de 2006,"Makamba, Limitada",Patrícia Soares Jeronymo Dramos,,
"Malilongwe Minerals, Lda (0,00%)",53352,26 de Junho de 2012,"Malilongwe Minerals, Limitada",Carlos Baúte Joaquim Vicente,,
"Malilongwe Minerals, Lda (0,00%)",53352,26 de Junho de 2012,"Malilongwe Minerals, Limitada",Dinis Bernardo António Matediane,,
"Malilongwe Minerals, Lda (0,00%)",53352,26 de Junho de 2012,"Malilongwe Minerals, Limitada",Florentina Inácio Luís,,
"Malilongwe Minerals, Lda (0,00%)",53352,26 de Junho de 2012,"Malilongwe Minerals, Limitada",Manuel Vicente António Pires,,
"Mamba Granites, Lda",40448,04 de Março de 2010,"Mamba Granites, Limitada",Alexandrina Rogério Tsambe Santalla,,
"Mamba Granites, Lda",72323,09 de Dezembro de 2011,"Mamba Granites, Limitada",Alfonso Manuel Santalla Lopez,,
"Mamba Granites, Lda",72323,09 de Dezembro de 2011,"Mamba Granites, Limitada",Luis Rodruiguez Suarez,,
"Mamba Granites, Lda",72323,09 de Dezembro de 2011,"Mamba Granites, Limitada",Luís Manuel da Costa Júnior,,
"Mamba Granites, Lda",72666,12 de Dezembro de 2014,"Mamba Granites, Limitada",Luís Rodrigues Suarez,,
"Mamba Granites, Lda",40448,04 de Março de 2010,"Mamba Granites, Limitada",Luís Rodriguez Suarez,,
"Mamba Granites, Lda",40448,04 de Março de 2010,"Mamba Granites, Limitada",Shaista Serena Costa José de Araújo,,
"MAMBAS MINERAIS, LIMITADA",29565,16 de Agosto de 2007,"Mambas Minerais, Limitada",Luís Manuel Sousa Carvalho,,
"MANGANHUMBA, LDA",39709,19 de Dezembro de 2009,"Manganhumba, Limitada",Julião Dimande,,
"MANGANHUMBA, LDA",32933,05 de Julho de 2008,"Manganhumba, Limitada",Lino Joaquim Hama,,
"MANGANHUMBA, LDA",39709,19 de Dezembro de 2009,"Manganhumba, Limitada",Manuel Joaquim Matavele,,
"MANGANHUMBA, LDA",39709,19 de Dezembro de 2009,"Manganhumba, Limitada",Vicente João Lino,,
"MANGANHUMBA, LDA",32933,05 de Julho de 2008,"Manganhumba, Limitada",Vicente João Lino Castigo,,
"MANICA GOLD, S.A. ",62743,19 de Agosto de 2013,"Manica Gold, S.A.",Abudo Manuel Salipa,,
"MANICA GOLD, S.A. ",62743,19 de Agosto de 2013,"Manica Gold, S.A.",Stefânia Sibakusa Muhate,,
"Manica Impex, Lda",13420,14 de Novembro de 2000,"Manica Impex, Limitada",Avelino de Jesus Matias,,
"Manica Impex, Lda",13420,14 de Novembro de 2000,"Manica Impex, Limitada",Desidério dos Santos Martins,,
"Manica Impex, Lda",13420,14 de Novembro de 2000,"Manica Impex, Limitada",Heliodoro Francisco Garvão Pereira,,
"Manica Impex, Lda",13420,14 de Novembro de 2000,"Manica Impex, Limitada",José Silvério Mota Pereira,,
"Manica Lands Corporation, Limitada",29277,08 de Maio de 2008,"Manica Lands Corporation, Limitada",Abbas Macky,,
"Manica Lands Corporation, Limitada",29277,08 de Julho de 2008,"Manica Lands Corporation, Limitada",Flugêncio Daniel Tomé Magaia,,
"Manica Lands Corporation, Limitada",27573,09 de Fevereiro de 2009,"Manica Lands Corporation, Limitada",Fulgêncio Daniel Tomé Magaia,,
"Manica Lands Corporation, Limitada",32887,08 de Julho de 2008,"Manica Lands Corporation, Limitada",Hassan Kamal Nassour,,
"Manica Lands Corporation, Limitada",29277,20 de Setembro de 2007,"Manica Lands Corporation, Limitada",Hiam Youssef Ahmad,,
"Manica Lands Corporation, Limitada",34994,09 de Fevereiro de 2009,"Manica Lands Corporation, Limitada",Humberto José  João,,
"Manica Lands Corporation, Limitada",27007,03 de Janeiro de 2007,"Manica Lands Corporation, Limitada",Humberto José João,,
"Manica Lands Corporation, Limitada",27007,03 de Janeiro de 2007,"Manica Lands Corporation, Limitada",Hussein Ali Ahmad,,
"Manica Lands Corporation, Limitada",27007,03 de Janeiro de 2007,"Manica Lands Corporation, Limitada",Mohamad Samir Moussa Fakih,,
"Manica Minerais (Mozambique), Limitada ",21428,04 de Março de 2005,"Manica Minerais (Mozambique), Limitada",Dale Rai Verran,,
"Manica Minerals ( Mozambique), Limitada",71160,22 de Abril de 2014,"Manica Minerals (Mozambique), Limitada",Patrícia Carla Pedro Godinho,,
"Manica Mining Corporation, Lda ",52616,10 de Maio de 2012,"Manica Mining Corporation, Limitada",Fatimabay Amirali Kassamali Malú,,
"Manica Mining Corporation, Lda ",52616,10 de Maio de 2012,"Manica Mining Corporation, Limitada",Sérgio José Camunga Pantie,,
"Manica Mining Corporation, Lda ",52616,10 de Maio de 2012,"Manica Mining Corporation, Limitada",Zahid Ahmedali Bandali,,
"Maputo Ciment and Steel, Lda",55382,26 de Outubro de 2012,"Maputo Ciment And Steel, Limitada",Bantwal Subraya,,
"Maputo Ciment and Steel, Lda",53932,23 de Março de 2012,"Maputo Ciment And Steel, Limitada",Bantwal Subraya Prabhu,,
"Maputo Ciment and Steel, Lda",42516,12 de Março de 2010,"Maputo Ciment And Steel, Limitada",Kishore Kumar Guduru,,
"Maputo Ciment and Steel, Lda",53932,23 de Março de 2012,"Maputo Ciment And Steel, Limitada",Luis Alexandre Cardos,,
"Maputo Ciment and Steel, Lda",63500,01 de Agosto de 2013,"Maputo Ciment And Steel, Limitada",Luis Alexandre Cardoso Sitoe,,
"Maputo Ciment and Steel, Lda",55382,26 de Outubro de 2012,"Maputo Ciment And Steel, Limitada",Luís Alexandre Cardoso,,
"Maputo Ciment and Steel, Lda",42516,12 de Março de 2010,"Maputo Ciment And Steel, Limitada",Nagendra Rao Moturi,,
"Maputo Ciment and Steel, Lda",53932,23 de Março de 2012,"Maputo Ciment And Steel, Limitada",Satya Narayana Punukollu,,
"Maputo Ciment and Steel, Lda",42516,12 de Março de 2010,"Maputo Ciment And Steel, Limitada",Vamshi Chand Challa,,
"Maputo Ciment and Steel, Lda",42516,12 de Março de 2010,"Maputo Ciment And Steel, Limitada",Vara Krishna Ram Devineni,,
"Maputo Ciment and Steel, Lda",53932,23 de Março de 2012,"Maputo Ciment And Steel, Limitada",Vara Krishnaram Devineni,,
"Maputo Ciment and Steel, Lda",42516,12 de Março de 2010,"Maputo Ciment And Steel, Limitada",Venkata Satya Srikanth,,
"Maputo Ciment and Steel, Lda",53932,23 de Março de 2012,"Maputo Ciment And Steel, Limitada",Venkata Satya Srikanth Mederametla,,
"MAPUTO MINING, LDA ",54181,,"Maputo Mining, Limitada",Edson George Sansão Mabica,,
"MAPUTO MINING, LDA ",54181,,"Maputo Mining, Limitada",Hélder Inácio Keshavji,,
"Maravia Resources, Lda",32356,13 de Junho de 2008,"Maravia Resources, Limitada",Faisal Kedairy,,
"Maravia Resources, Lda",32356,13 de Junho de 2008,"Maravia Resources, Limitada",Francisco Avillez,,
"Maravia Resources, Lda",31086,06 de Março de 2008,"Marávia Resources, Limitada",Francisco Xavier Vaz de Almada de Avillez,,
"Maravia Resources, Lda",32356,13 de Junho de 2008,"Maravia Resources, Limitada",Greg Sheffield,,
"Maravia Resources, Lda",31086,06 de Março de 2008,"Marávia Resources, Limitada",Imran Issa Ahmad Adam Issa,,
"Maravia Resources, Lda",32356,13 de Junho de 2008,"Maravia Resources, Limitada",Peter Prickett,,
"Marilu Empreendimentos, Limitada ",49786,08 de Dezembro de 2011,"Marilú Empreendimentos, Limitada",Luís Manuel da Costa Júnior,,
"Marilu Empreendimentos, Limitada ",49786,08 de Dezembro de 2011,"Marilú Empreendimentos, Limitada",Maria Ivethy Zibia,,
"Marilu Empreendimentos, Limitada ",49786,08 de Dezembro de 2011,"Marilú Empreendimentos, Limitada",Marilú Zibia da Costa,,
"MARY SERVIÇOS, LDA ",61162,19 de Dezembro de 2012,"Mary Serviços, Limitada",Eduardo Jossias Monjane,,
"MARY SERVIÇOS, LDA ",61162,19 de Dezembro de 2012,"Mary Serviços, Limitada",Maria Alice Mondlane,,
"Massinga Comercio Investimentos e Serviços, Sociedade Unipessoal, Limitada (0,00%)",65508,15 de Janeiro de 2014,"Massinga Comércio Investimentos e Serviços - Sociedade Unipessoal, Limitada",Alfeu Tauzene Manhisse,,
"Matetsa Gold Mine, Lda",23478,17 de Agosto de 2005,"Matetsa Gold Mine, Limitada",Betty Mongalo Kgobe,,
"Matetsa Gold Mine, Lda",26655,09 de Agosto de 2006,"Matetsa Gold Mine, Limitada",Betty Mongalo Ngobe,,
"Matetsa Gold Mine, Lda",23528,17 de Agosto de 2005,"Matetsa Gold Mine, Limitada",Betty Mongolo Kgobe,,
"Matetsa Gold Mine, Lda",23477,08 de Dezembro de 2003,"Matetsa Gold Mine, Limitada",Hendrick Tshwaedi Phasha,,
"Matetsa Gold Mine, Lda",23479,17 de Agosto de 2005,"Matetsa Gold Mine, Limitada",Hendrik Tshwaedi Phasha,,
"Matetsa Gold Mine, Lda",23477,08 de Dezembro de 2003,"Matetsa Gold Mine, Limitada",Hilário Jossefa Artur Mondlane,,
"Matetsa Gold Mine, Lda",26655,09 de Agosto de 2006,"Matetsa Gold Mine, Limitada",Júlia Victória Miguel Moamba Senete,,
"Matetsa Gold Mine, Lda",23528,17 de Agosto de 2005,"Matetsa Gold Mine, Limitada",Júlia Vitória Miguel Moamba,,
"Matetsa Gold Mine, Lda",23477,08 de Dezembro de 2003,"Matetsa Gold Mine, Limitada",Júlia Vitória Miguel Moamba Senete,,
"Matetsa Gold Mine, Lda",23528,09 de Agosto de 2006,"Matetsa Gold Mine, Limitada",Kenny Mnguni Mahungele,,
"Matetsa Gold Mine, Lda",23478,27 de Maio de 2004,"Matetsa Gold Mine, Limitada",Kenny Mnguni Mhungele,,
"Matetsa Gold Mine, Lda",23479,17 de Agosto de 2005,"Matetsa Gold Mine, Limitada",Kenny Munguni Mahungela,,
"Matetsa Gold Mine, Lda",23477,08 de Dezembro de 2003,"Matetsa Gold Mine, Limitada",Kenny Munguni Mahungele,,
"Matetsa Gold Mine, Lda",26655,09 de Agosto de 2006,"Matetsa Gold Mine, Limitada",Maishe Solomon Bopape,,
"Matetsa Gold Mine, Lda",26655,09 de Agosto de 2006,"Matetsa Gold Mine, Limitada",Morris Ramotladi Moiana,,
"Matetsa Gold Mine, Lda",23477,08 de Dezembro de 2003,"Matetsa Gold Mine, Limitada",Morris Ramotladi Moimana,,
"Matetsa Gold Mine, Lda",23528,09 de Agosto de 2006,"Matetsa Gold Mine, Limitada",Nkuvulene Eric Sambo,,
"Matetsa Gold Mine, Lda",23479,09 de Agosto de 2006,"Matetsa Gold Mine, Limitada",Samuel Mhlabilo Majola,,
"Matetsa Gold Mine, Lda",23479,17 de Agosto de 2005,"Matetsa Gold Mine, Limitada",Sibongiseni Reginald Ndlovu,,
"Matetsa Gold Mine, Lda",23478,09 de Agosto de 2006,"Matetsa Gold Mine, Limitada",Tebogo Kenneth Molete,,
"Matetsa Gold Mine, Lda",23478,27 de Maio de 2004,"Matetsa Gold Mine, Limitada",Zondi Ananias Sittole,,
"Matilda Minerals, Limitada",39938,12 de Fevereiro de 2010,"Matilda Minerals, Limitada",Adrian Walter Frey,,
"Matilda Minerals, Limitada",39938,12 de Fevereiro de 2010,"Matilda Minerals, Limitada",Brian Michael Moore,,
"Matilda Minerals, Limitada",39938,07 de Outubro de 2013,"Matilda Minerals, Limitada",John Paul O'Donoghue,,
"MAVUI DIAMONDS, LIMITADA ",60696,10 de Junho de 2013,"Mavui Diamonds, Limitada",Hélmer Paulo Raimundo Manjate,,
"MAVUI DIAMONDS, LIMITADA ",60696,10 de Junho de 2013,"Mavui Diamonds, Limitada",Maria da Graça Taborda Mendonça de Amorim Ferreira,,
"Mawi Mining, Lda",24561,20 de Março de 2006,"Mawi Mining, Limitada",Manuel José Give,,
"Mawi Mining, Lda",24561,20 de Março de 2006,"Mawi Mining, Limitada",Willem Gerhardus Olivier,,
"Mawi Mining, Lda",33925,21 de Setembro de 2007,"Mawi Mining, Limitada",Willen Gerhardus Olivier,,
"Mediastone Mozambique, Limitada",25901,31 de Março de 2006,"Mediastone Mozambique, Limitada",Emmanuel Nyayiwa,,
"Mediastone Mozambique, Limitada",25901,31 de Março de 2006,"Mediastone Mozambique, Limitada",Fabio Aponte,,
"Merc trading, Lda",27891,14 de Março de 2007,"Merc - Trading, Limitada",Andries Bernard Bester,,
"Merc trading, Lda",27891,14 de Março de 2007,"Merc - Trading, Limitada",Javid Alavi,,
"Merc trading, Lda",27891,14 de Março de 2007,"Merc - Trading, Limitada",Zacarias Miguel Guila,,
"Metal Office Supply, Lda",19154,23 de Fevereiro de 2004,"Metal Office Supply, Limitada",Manuel Domingos António,,
"Metal Office Supply, Lda",19154,23 de Fevereiro de 2004,"Metal Office Supply, Limitada",Maurice El Germayel,,
"Metal Office Supply, Lda",19154,23 de Fevereiro de 2004,"Metal Office Supply, Limitada",Walid El Mondalek,,
"Metalmoz, Limitada (0,00%)",27489,06 de Março de 2007,"Metalmoz, Limitada",Alfredo Finocchi,,
"Metalmoz, Limitada (0,00%)",27489,06 de Março de 2007,"Metalmoz, Limitada",Victor Manuel Alves,,
"Metalmoz, Limitada (0,00%)",65536,19 de Dezembro de 2013,"Metalmoz, Limitada",Vitor Manuel Alves,,
"MGC Mocambique, Lda",50174,15 de Novembro de 2011,"MGC Moçambique, Limitada",Ntsokoane Samuel Matekane,,
"MICMOC, Limitada",45776,11 de Junho de 2010,"MICMOC, Limitada",Ivanov Alexey,,
"MICMOC, Limitada",45776,11 de Junho de 2010,"MICMOC, Limitada",Ivanov Maxim,,
"Midwest África, Limitada",28029,30 de Março de 2007,"Midwest África, Limitada",Aja Babu Malireddy,,
"Midwest África, Limitada",37064,08 de Maio de 2009,"Midwest Africa, Limitada",Jagdip Singh,,
"Midwest África, Limitada",36393,08 de Maio de 2009,"Midwest Africa, Limitada",Rama Raghava Reddy Kollareddy,,
"Midwest África, Limitada",28029,30 de Março de 2007,"Midwest África, Limitada",Surya Ganga Rao Bodda,,
"Midwest Mining Zambezia, Lda",35778,06 de Junho de 2008,"Midwest Mining Zambézia, Limitada",Aja Babu Malireddy,,
"Midwest Mining Zambezia, Lda",35778,06 de Junho de 2008,"Midwest Mining Zambézia, Limitada",Rama Raghava Reddy Kollareddy,,
"Midwest Mining Zambezia, Lda",35778,06 de Junho de 2008,"Midwest Mining Zambézia, Limitada",Ramachandra Kollareddy,,
"Milange Recursos, Limitada",57037,08 de Janeiro de 2003,"Milange Recursos, Limitada",John Paul  OïDonoghue,,
"Milange Recursos, Limitada",48916,08 de Janeiro de 2003,"Milange Recursos, Limitada",Manuel Jorge Macome,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Caetano José Chale,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Estavao Tomás Rafael Pale,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Estevão Fulaho Bule,,
"MIMOC - Minerais Industriais de Moçambique, Lda",41529,08 de Março de 2010,"MIMOC - Minerais Industriais de Moçambique, Limitada",Estévão Fulaho Bule,,
"MIMOC - Minerais Industriais de Moçambique, Lda",41529,08 de Março de 2010,"MIMOC - Minerais Industriais de Moçambique, Limitada",Estévão Tomás Rafael Pale,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Felisbela Walters de Sousa,,
"MIMOC - Minerais Industriais de Moçambique, Lda",41529,08 de Março de 2010,"MIMOC - Minerais Industriais de Moçambique, Limitada",Felisbela Walters de Sousa Jossene,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Frederico Ruhussa Abudo,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Lourenço Xai-Xai,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Luís Jossene,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Lázaro Cossa,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Maurício José Matega,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Miquelina Lopes de Carvalho Julien,,
"MIMOC - Minerais Industriais de Moçambique, Lda",21070,01 de Outubro de 2004,"MIMOC - Minerais Industriais de Moçambique, Limitada",Tomé Dinis Anapakala,,
"Minas de Meluco, S.A ",53929,20 de Abril de 2012,"Minas de Meluco, S.A.",Carla Maria das Neves Gonçalo Loureiro,,
"Minas de Meluco, S.A ",53929,20 de Abril de 2012,"Minas de Meluco, S.A.",José Dias Loureiro,,
"Minas de Nacala, Limitada (0,00%)",66737,05 de Março de 2014,"Minas de Nacala, Limitada",Jianhui Chen,,
"Minas de Nacala, Limitada (0,00%)",66737,05 de Março de 2014,"Minas de Nacala, Limitada",Mário Fernando,,
